time|Minutes|VehicleID|DirectionText|RouteID
2014-03-10 21:53:45.403000|23|7227|South to Federal Triangle|64
2014-03-10 21:53:45.403000|50|6466|South to Federal Triangle|64
2014-03-10 21:53:55.809000|23|7227|South to Federal Triangle|64
2014-03-10 21:53:55.809000|50|6466|South to Federal Triangle|64
2014-03-10 21:54:06.166000|23|7227|South to Federal Triangle|64
2014-03-10 21:54:06.166000|50|6466|South to Federal Triangle|64
2014-03-10 21:54:16.481000|22|7227|South to Federal Triangle|64
2014-03-10 21:54:16.481000|49|6466|South to Federal Triangle|64
2014-03-10 21:54:26.811000|22|7227|South to Federal Triangle|64
2014-03-10 21:54:26.811000|49|6466|South to Federal Triangle|64
2014-03-10 21:54:37.045000|23|7227|South to Federal Triangle|64
2014-03-10 21:54:37.045000|50|6466|South to Federal Triangle|64
2014-03-10 21:54:47.378000|22|7227|South to Federal Triangle|64
2014-03-10 21:54:47.378000|49|6466|South to Federal Triangle|64
2014-03-10 21:54:58.038000|22|7227|South to Federal Triangle|64
2014-03-10 21:54:58.038000|49|6466|South to Federal Triangle|64
2014-03-10 21:55:08.689000|21|7227|South to Federal Triangle|64
2014-03-10 21:55:08.689000|48|6466|South to Federal Triangle|64
2014-03-10 21:55:19.042000|22|7227|South to Federal Triangle|64
2014-03-10 21:55:19.042000|49|6466|South to Federal Triangle|64
2014-03-10 21:55:29.324000|20|7227|South to Federal Triangle|64
2014-03-10 21:55:29.324000|47|6466|South to Federal Triangle|64
2014-03-10 21:55:39.596000|20|7227|South to Federal Triangle|64
2014-03-10 21:55:39.596000|47|6466|South to Federal Triangle|64
2014-03-10 21:55:50.640000|20|7227|South to Federal Triangle|64
2014-03-10 21:55:50.640000|47|6466|South to Federal Triangle|64
2014-03-10 21:56:01.105000|20|7227|South to Federal Triangle|64
2014-03-10 21:56:01.105000|47|6466|South to Federal Triangle|64
2014-03-10 21:56:11.796000|20|7227|South to Federal Triangle|64
2014-03-10 21:56:11.796000|47|6466|South to Federal Triangle|64
